,ID,message
133,1vcex4gGa,">>133
パネフラVコインもハズレの美学に該当するってことか..."
134,VqCapAyF0,キンカボノワハン、パネフラ強レア、どちらもハイワロじゃないですか
135,ICiJwNWZ0,"キンカボノワハンは赤ならやや期待
パネフラ強レアはゆっくり点灯ならかなり期待"
136,H2xZilHBa,安心のパネル消滅
137,ACmaF8yJa,途中vs発展のパネル消滅は最高に脳汁出る
138,S4rCjGxUa,青だったとはいえキンカボ中のノワハン告知クロニクルガセは許してないぞノワール
139,CZRhZV8q0,レバオンで撤去しちゃうのか
140,bTZ9mhsXd,ふざけてるのか本気で書いてるのか
141,uGuSosV7M,"リプレイで画面上本揃いかベルでキャンディ揃ってるのが好き
もう当選してる確信"
142,k6LtthHKd,"あわわわw
https://i.imgur.com/Dsikdvz.jpg"
143,RX3gjtMua,">>143
一個くれw"
144,dSgSOezwp,消滅ってなんだよ消灯だろアホか
145,TMagYySda,">>143
2万枚達成したらおごって"
146,Zb7RIRUSa,">>139
そもそもキンカボ中のノワハンは期待度下がってるからね
気持ちは分かるが"
147,DdtO6tWCd,">>145
死ね"
148,vIXa0v1Z0,ノワール・アウスレーゼの消滅
149,DdtO6tWCd,"カボ揃い１回だけの時のキング抽選って解析ありますか？
てっきりマジハロ2と同じで1/4だと思ってたんだけど"
150,LfaK/kB6d,"キンカボでクロニクル来たときはノワハンが5gに1回位きて煽りまくってたから
1回程度じゃとても期待出来ないのでは？"
151,VqCapAyF0,"そらレア高確で強チェ増えてただけなんじゃ
通常のカットインと考えればいい"
152,bofqe1jM0,">>124
17歳教脱退したというが今はナニを信仰しているのだろう。"
153,TMagYySda,未婚教
154,cW34ML2N0,"スロカスの俺らより稼いで生活しとるから安心しろ

ボナ35、カボチャン98で4300枚しか出なかった
箱の思い出でカボチャンストックしまくっても、BIG引けなきゃ増えないなぁ
心折れた辞め"
155,NQdYeaaxx,">>150
二回揃いも含めて約1/4ってまじおつで言及されてたはず
正確な数字はまだ出てないんじゃないかな"
156,AJN4cD/Jd,"まじかる～ぷ13連して脳汁やばかった
自己最高だった9連した時も思ったけどマジハロ5の乗せ要素で一番好きだわ
性能だけなら他にもっと強いものがあるけどハープ音はやっぱり極上"
157,3Xyi/1uJp,ytr4んでるやんw
158,QChRLHcJp,"128ゲーム単独 異色ビッグ
258ゲーム低確コインリプ 異色ビッグ
368ゲーム　塔で強チェからの特殊リプで赤7中にカボチャ揃い2回
カボチャン2セット目に1確ゥ！、特殊リプ、強チェ連打からエピボ
悪カボ19ループ、箱の思い出2回で金箱4、銅箱4
カボチャストック96出てきたけど、エピボ1回、青3回、異色6回しか引けず
結局、カボチャン延々消化
キンカボ100のラストチャンスも12ゲーム目にボナ
投資850枚、回収4800枚"
159,wQytK4yW0,"2ヶ月で17万飲まれて今日も3万飲まれましたクソ台
でも中チェエピボから悪カボ13連して3500枚出て捲れたんで好き
なんかDV受けてる女の気分"
160,TN80G0AV0,"久しぶりにテンパイボイス付き錬金引けたで充足感に充たされた。
まあカボチャン一個貰えただけだったけどな
-44k…ｵｴｯ"
161,SzGAlkqnd,コイン溢してやっとＲＴだから準備中に減りまくりなのが不満だよなあ
162,VqCapAyF0,">>160
年間だいたい-500kくらいに収まる
今年-677kだからこっから楽しいハロウィンがやって来ることが確定した"
163,gxRqoxda0,"一撃万枚出した人ってカボチャン何回で、BIG何回引いたか、参考までに教えてほしい
悪カボ抜いてカボチャン96までいって5000枚以下って、マジで出し方分からん"
164,HdtprCZ30,">>164
ループも含めてカボチャン180
BIGは忘れたけどボーナスは38回だったかな"
165,gxRqoxda0,">>165
ありがとう
ボナの数、ほぼ変わらんのか
カボチャンはループ入れたら125だったから、BIGの数とカボチャン70くらいの差なのか
今日は絶望的にバケに寄ったんだなあ"
166,Oxhe+P0pd,ここぜったいytr来てるよなw
167,SbkCNL2I0,フロストの花火って成功することあんの？
168,gxRqoxda0,">>168
発展1ゲーム前に特殊リプ引いたら成功する場合がある
ノワールの場面で背景に赤が出る"
169,gxRqoxda0,"https://f.easyuploader.app/eu-prd/upload/20200611202158_436d617a396239696355.jpeg

今日は珍しく成功した"
170,pNgIDd0da,"4が打ちたい
4が打ちたい
4が打ちたい"
171,VqCapAyF0,">>168
いきなり発生+チャンリプでよく当たる
当然チャンリプからの高確移行煽りで出たときはCUありありでもハズレるよ"
172,pNgIDd0da,"4が打ちたい
4が打ちたい
4が打ちたい"
173,H68UGX7u0,カボチャン大量ストックを延々消化してる時のイライラが半端ない。
174,9xeO796Jd,"マジハロ5でイライラしないタイミングってあんまり無くね？
サンキョーとか藤みたくゴリゴリに煽りまくるならまだ諦めもつくけど、中途半端に法則性持たせようとしてるせいで余計イライラする"
175,l7ljffcS0,まどマギ2のARTゲーム数消化賢者タイムよりは遥かにART楽しいと思うけどなぁ…
176,gxRqoxda0,"カボチャンは愛でるもの
だが、80超えてバケばっかりで思い出も出ずに1セット20枚くらいしか出ず詠唱で削られたら吐きそうになる"
177,ICiJwNWZ0,マジハロは至る所が熱いから多少イライラしてもこんなもんかと許せちゃう
178,VqCapAyF0,"ナビ矛盾やら法則崩れやら4号機時代の演出に近いから
最近のパチンコ化した演出に慣れてると合わないかもね"
179,Gus3Zout0,"帰宅
リセットカボで特殊役から赤7エピ突入（途中カボリプ4個
2年ぶりくらいの悪銀箱で中身は4個
それぞれ13・7・1・3ループで悪～ぷ数回
キンカボでクロニクルREG、遅れ金箱1個
悪キンでREG思い出含む金箱2個

そこらへんからはもうとにかくぶん回したので細かいのは忘れたが、カボ130連以上はきた
なおボーナスは合わせて11回・・・・最終的には+1900枚くらいだった
このボーナスの行方不明になるやつってあるあるすぎて泣けてくる"
180,E7N4WI5fd,"なあ何でお前ら事細かに内容書きたがるんだ？
友達にでも話せばよくないか？
マジハロスレなんてえのはな
「ローズさん可愛いよな」
「うむ」
これだけでいいんだよ"
181,HgljAezKF,"一緒に遊びに行く友達は居たとしてマジハロ語れる友達なんていねーよ
語らせる隙を作る方が悪い"
182,bI3zfKF/r,"5のローズさんはかわいい
6のローズさんはかわいいけど鬼かぼでしかお目にかかれないのがつらい"
183,LlQGdl2b0,マジハロ語るのは全然いいんだけど稼働日記さらされるのがきつい
184,VqCapAyF0,"7を、7を打つのです
猫撮りまくるローズさんや神社でこちらに気づいて真顔のローズさんきゃわわ"
185,HjrXv33m0,"7は良さげで空いてれば会社帰りよく打つな
高設定だと一撃無くても丸わかりだし"
186,HdtprCZ30,">>176
すげーわかる
ただでさえ通常時ゴミなのにラッシュ中までつまらんとかやばい"
187,ssRSiphZ0,5ってまだ置いてある地域あるの？
188,4VvGSmmRd,"お前らマジハロ7打たないと次のマジハロ出ないぞ
いいからマジハロ7回せ"
189,ih+poPOMa,">>176
セット数ARTと上乗せ型ART比べるのもどうかと"
190,MjuFCqBr0,">>188
それなりにデカいホールなら何処でも置いてるでしょ"
191,kSdIdUnia,"悪カボで最高12ループなんだが
多分通算で100回くらい引いてるから80%も何度か引き当ててると思うけど、あまり高継続した記憶がない
80%ループだと別の機種で30連とかしたこともあるけど、マジハロだとあまりループしないなあ"
192,goFwzqps0,"この台システムとしては割と好きなんだが演出バランスいまいちだよな
通常時とか完全告知欲しいわ、2あたりはカスタムで出来た気がするんだが"
193,+sS4z3hd0,"KPEは気合入れるとゴミ開発が出張ってくるのか演出バランスが崩壊する
G1ダービークラブの初代は手抜きしまくった結果演出バランスがまともになって好評だったという"
194,Q4x9FEgdd,"そして次回作で余計なことするまでがセット
お家芸だよ"
195,4/ubB/Or0,"偉い人()が出張ってきてここはこうじゃろそこはちがうじゃろと
口だしし始めるんじゃないかなあw"
196,Hr4gG92Q0,"筐体ランプは素晴らしいね。
演出は狂ったバランスだけどもw"
197,ivQmeuorK,">>192
80%なんてそんなものだよ
スーカボの継続はどうよ？"
198,2kZc3nMN0,">>181
オタクだからね"
199,eM/WYHvNa,">>181
「ローズってばばあだよな」
「ばばあだけどかわいいよ」"
